IDCliente,Cancelacion,Genero,MayorDeEdad,Pareja,Dependientes,MesesContratado,ServicioTelefonico,MultiplesLineas,ServicioInternet,SeguridadEnLinea,CopiaSeguridadEnLinea,ProteccionDispositivo,SoporteTecnico,TransmisionTelevision,TransmisionPeliculas,TipoContrato,FacturacionElectronica,MetodosPago,CargoMensual,CargoTotal,CostoDiario
1728-BQDMA,False,Mujer,0,False,False,2,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,44.45,82.7,1.4816666666666667
1728-CXQBE,False,Hombre,1,True,False,64,True,True,Fiber optic,False,True,True,False,False,True,Mes a mes,True,Cheque E.,94.25,6081.4,3.1416666666666666
1729-VLAZJ,False,Mujer,0,False,True,10,False,False,DSL,True,True,False,True,False,False,Un año,False,Cheque C.,40.25,411.45,1.3416666666666666
1730-VFMWO,False,Mujer,0,True,False,34,True,False,DSL,False,False,False,True,False,False,Mes a mes,False,Transferencia,50.2,1815.3,1.6733333333333333
1730-ZMAME,False,Mujer,1,False,False,32,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,True,Cheque E.,79.5,2665.0,2.65
1731-TVIUK,True,Mujer,0,False,False,4,True,True,Fiber optic,False,True,False,True,False,True,Mes a mes,True,Cheque E.,93.5,362.2,3.1166666666666667
1732-FEKLD,False,Mujer,0,False,False,54,True,True,Fiber optic,False,True,True,False,True,False,Un año,True,Transferencia,94.75,5121.75,3.158333333333333
1732-VHUBQ,True,Mujer,1,True,True,47,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Transferencia,70.55,3309.25,2.3516666666666666
1734-ZMNTZ,False,Mujer,0,True,True,11,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque C.,25.0,300.7,0.8333333333333334
1735-XMJVH,False,Hombre,0,True,True,8,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,19.35,152.6,0.645
1740-CSDJP,True,Hombre,0,False,False,1,False,False,DSL,False,False,False,False,False,True,Mes a mes,True,Transferencia,35.25,35.25,1.175
1741-WTPON,False,Hombre,0,True,True,56,True,True,Fiber optic,True,True,True,True,True,True,Dos años,False,Cheque C.,115.85,6567.9,3.8616666666666664
1744-JHKYS,False,Mujer,0,True,False,34,True,True,No,False,False,False,False,False,False,Mes a mes,False,Cheque E.,24.7,780.2,0.8233333333333334
1746-TGTWV,False,Hombre,0,True,False,1,True,False,Fiber optic,False,False,True,False,False,False,Mes a mes,False,Tarjeta C.,75.35,75.35,2.5116666666666663
1750-CSKKM,True,Hombre,0,False,True,9,True,False,DSL,False,False,False,False,True,False,Mes a mes,False,Cheque E.,55.35,449.75,1.845
1751-NCDLI,False,Hombre,1,True,False,46,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,98.85,4564.9,3.295
1752-OZXFY,False,Hombre,0,True,False,60,True,False,DSL,True,False,False,False,True,False,Un año,True,Cheque C.,59.8,3561.15,1.9933333333333332
1754-GKYPY,False,Hombre,1,True,False,22,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Transferencia,89.75,1938.9,2.9916666666666667
1755-FZQEC,False,Hombre,0,False,False,39,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.9,791.15,0.6633333333333333
1755-RMCXH,False,Hombre,0,True,True,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.3,40.25,0.6766666666666666
1757-TCATG,False,Hombre,0,True,True,35,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,20.05,746.75,0.6683333333333333
1760-CAZHT,False,Hombre,0,False,True,25,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.8,460.2,0.6933333333333334
1761-AEZZR,True,Hombre,0,False,False,1,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,79.55,79.55,2.6516666666666664
1763-KUAAW,False,Mujer,1,False,False,18,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,20.35,369.6,0.6783333333333333
1763-WQFUK,False,Hombre,0,False,False,3,True,False,DSL,False,False,False,True,False,False,Mes a mes,True,Cheque C.,50.5,147.75,1.6833333333333333
1764-VUUMT,False,Hombre,0,False,True,66,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,19.95,1269.1,0.6649999999999999
1766-GKNMI,False,Hombre,0,False,False,29,True,True,Fiber optic,False,False,False,False,False,True,Mes a mes,True,Cheque E.,84.9,2516.2,2.83
1767-CJKBA,False,Hombre,0,False,False,66,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque C.,25.1,1697.7,0.8366666666666667
1767-TGTKO,False,Mujer,0,True,True,8,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque E.,45.45,411.75,1.5150000000000001
1768-HNVGJ,False,Mujer,1,False,False,45,True,True,DSL,True,False,False,True,False,True,Mes a mes,True,Cheque E.,70.05,3062.45,2.335
1768-ZAIFU,True,Mujer,1,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque E.,25.2,25.2,0.84
1769-GRUIK,False,Mujer,0,False,False,18,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,71.1,1247.75,2.3699999999999997
1771-OADNZ,True,Hombre,1,True,False,29,True,True,Fiber optic,False,True,True,False,False,True,Mes a mes,True,Cheque E.,95.9,2745.2,3.1966666666666668
1775-KWJKQ,False,Hombre,0,True,True,72,True,True,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta C.,89.85,6562.9,2.9949999999999997
1776-SPBWV,False,Mujer,0,True,True,34,True,False,No,False,False,False,False,False,False,Un año,True,Transferencia,20.1,682.1,0.67
1777-JYQPJ,False,Hombre,0,False,False,2,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,24.3,38.45,0.81
1779-PWPMG,False,Mujer,1,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Dos años,True,Transferencia,114.65,8333.95,3.8216666666666668
1784-BXEFA,False,Mujer,0,False,False,10,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,20.55,187.35,0.685
1784-EZDKJ,False,Hombre,0,True,False,51,True,True,Fiber optic,False,True,True,False,True,True,Un año,True,Transferencia,106.8,5498.8,3.56
1785-BPHTP,False,Hombre,0,True,True,28,True,False,Fiber optic,False,False,True,False,True,False,Mes a mes,False,Cheque E.,85.45,2289.9,2.8483333333333336
1790-NESIO,False,Mujer,0,False,False,13,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque C.,20.4,261.3,0.6799999999999999
1791-PQHBB,False,Mujer,0,False,True,2,True,False,DSL,True,False,False,False,False,True,Mes a mes,True,Tarjeta C.,61.2,125.95,2.04
1792-UXAFY,True,Mujer,1,False,False,17,True,False,Fiber optic,False,True,True,False,True,False,Mes a mes,True,Cheque E.,89.15,1496.9,2.9716666666666667
1794-HBQTJ,True,Mujer,0,False,False,1,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Tarjeta C.,48.6,48.6,1.62
1794-SWWKL,False,Hombre,0,True,True,15,True,True,DSL,False,False,True,True,False,False,Mes a mes,True,Transferencia,59.65,867.1,1.9883333333333333
1796-JANOW,False,Mujer,0,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.95,38.15,0.6649999999999999
1803-BGNBD,False,Mujer,0,False,False,12,True,False,DSL,False,True,False,True,False,False,Mes a mes,True,Cheque E.,54.3,654.5,1.8099999999999998
1809-DMJHQ,True,Mujer,0,False,True,5,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,46.0,221.7,1.5333333333333334
1810-BOHSY,False,Hombre,0,True,False,51,True,True,Fiber optic,True,True,False,False,False,True,Un año,True,Tarjeta C.,96.4,4911.05,3.2133333333333334
1810-MVMAI,False,Hombre,0,True,True,30,True,True,DSL,True,True,True,True,False,False,Mes a mes,False,Cheque E.,67.6,2000.2,2.253333333333333
1813-JLKWR,False,Mujer,0,True,True,64,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,19.8,1336.65,0.66
1813-JYWTO,False,Mujer,0,True,False,72,True,True,Fiber optic,True,False,False,False,False,False,Dos años,False,Transferencia,80.45,5737.6,2.6816666666666666
1814-DKOLC,False,Mujer,0,False,False,5,True,True,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,25.45,134.75,0.8483333333333333
1814-WFGVS,False,Hombre,0,True,True,72,False,False,DSL,True,False,True,True,True,False,Dos años,False,Cheque C.,48.9,3527.0,1.63
1816-FLZDK,False,Hombre,0,False,False,1,False,False,DSL,False,False,False,True,False,False,Mes a mes,False,Cheque C.,29.15,29.15,0.9716666666666666
1818-ESQMW,False,Mujer,0,False,False,27,True,False,Fiber optic,False,False,True,True,False,True,Mes a mes,True,Cheque E.,89.2,2383.6,2.9733333333333336
1820-DJFPH,False,Mujer,0,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia,24.05,1709.15,0.8016666666666666
1820-TQVEV,True,Hombre,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,69.55,69.55,2.3183333333333334
1821-BUCWY,False,Hombre,0,False,False,30,True,False,DSL,True,False,True,False,False,False,Dos años,True,Cheque C.,55.65,1653.85,1.855
1830-GGFNM,False,Hombre,0,True,True,65,True,True,Fiber optic,True,True,True,True,False,False,Dos años,False,Tarjeta C.,94.55,6078.75,3.1516666666666664
1830-IPXVJ,False,Mujer,0,True,True,61,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,19.75,1311.6,0.6583333333333333
1832-PEUTS,False,Hombre,0,True,True,62,True,True,Fiber optic,False,False,True,False,True,False,Dos años,True,Tarjeta C.,89.1,5411.65,2.9699999999999998
1833-TCXKK,False,Hombre,0,True,False,45,True,True,Fiber optic,False,True,True,False,True,True,Mes a mes,True,Transferencia,107.75,4882.8,3.591666666666667
1833-VGRUM,True,Mujer,1,False,False,1,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,74.2,74.2,2.4733333333333336
1834-ABKHQ,False,Mujer,0,True,True,52,True,False,DSL,False,False,True,False,False,False,Un año,True,Transferencia,50.95,2610.65,1.6983333333333335
1834-WULEG,False,Hombre,0,True,True,24,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.25,439.75,0.675
1837-YQUCE,False,Mujer,0,False,False,70,False,False,DSL,True,False,True,True,True,True,Dos años,True,Transferencia,58.35,4214.25,1.945
1839-FBNFR,False,Mujer,0,True,True,39,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,19.85,854.8,0.6616666666666667
1839-UMACK,False,Hombre,0,False,False,42,True,True,No,False,False,False,False,False,False,Un año,False,Cheque E.,25.05,949.85,0.8350000000000001
1840-BIUOG,False,Hombre,0,False,False,20,True,True,DSL,False,True,False,True,True,False,Un año,True,Cheque E.,68.7,1416.2,2.29
1841-YSJGV,False,Hombre,0,True,False,72,True,True,Fiber optic,True,True,False,True,True,True,Dos años,True,Tarjeta C.,109.95,7852.4,3.665
1842-EZJMK,True,Hombre,0,True,True,50,True,True,Fiber optic,False,True,False,True,True,True,Mes a mes,False,Cheque E.,103.7,5071.05,3.4566666666666666
1843-TLSGD,False,Mujer,0,True,True,13,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,20.85,272.35,0.6950000000000001
1845-CSBRZ,False,Mujer,1,True,True,22,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,False,Transferencia,85.35,1961.6,2.8449999999999998
1845-ZLLIG,False,Hombre,0,False,False,1,True,False,DSL,False,True,False,False,False,False,Mes a mes,True,Cheque C.,50.15,50.15,1.6716666666666666
1846-XWOQN,True,Mujer,1,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,70.15,70.15,2.3383333333333334
1848-LBZHY,False,Mujer,0,True,False,7,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Transferencia,50.3,355.1,1.6766666666666665
1849-RJYIG,False,Mujer,0,False,False,8,True,False,DSL,True,False,False,False,True,False,Mes a mes,True,Cheque E.,60.0,487.75,2.0
1850-AKQEP,False,Hombre,0,False,True,8,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.35,178.7,0.6783333333333333
1852-QSWCD,False,Hombre,0,True,True,64,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque C.,24.8,1514.85,0.8266666666666667
1852-XEMDW,False,Hombre,0,False,False,22,True,True,DSL,True,True,True,False,False,False,Mes a mes,False,Cheque C.,65.05,1427.55,2.1683333333333334
1853-ARAAQ,False,Mujer,0,False,False,26,False,False,DSL,False,False,True,False,True,True,Mes a mes,True,Tarjeta C.,50.35,1277.5,1.6783333333333335
1853-UDXBW,True,Hombre,0,True,True,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,70.0,70.0,2.3333333333333335
1855-AGAWH,False,Hombre,0,True,False,31,True,False,Fiber optic,False,False,True,False,True,True,Un año,True,Cheque E.,93.8,2939.8,3.1266666666666665
1855-CFULU,False,Mujer,1,False,False,4,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.05,91.45,0.6683333333333333
1862-QRWPE,False,Mujer,0,True,True,48,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.65,1057.0,0.6883333333333332
1862-SKORY,True,Mujer,1,True,False,40,False,False,DSL,False,True,False,False,True,False,Mes a mes,True,Cheque E.,39.3,1637.4,1.3099999999999998
1866-DIOQZ,False,Mujer,0,True,False,71,False,False,DSL,True,True,True,True,True,True,Un año,False,Transferencia,66.8,4689.15,2.2266666666666666
1866-NXPSP,False,Mujer,0,False,False,36,True,False,DSL,True,True,True,True,False,True,Un año,True,Cheque C.,75.55,2680.15,2.518333333333333
1866-OBPNR,False,Hombre,0,True,True,1,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,False,Tarjeta C.,74.6,74.6,2.4866666666666664
1866-RZZQS,True,Hombre,1,False,False,41,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,98.4,4187.75,3.2800000000000002
1866-ZSLJM,False,Hombre,0,False,False,21,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,20.5,402.85,0.6833333333333333
1867-BDVFH,True,Hombre,0,True,True,11,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,74.35,834.2,2.478333333333333
1867-TJHTS,False,Mujer,0,False,False,58,True,True,Fiber optic,True,False,False,False,False,False,Mes a mes,True,Transferencia,79.8,4526.85,2.6599999999999997
1871-MOWRM,True,Hombre,0,True,False,12,True,False,Fiber optic,True,False,False,True,False,False,Mes a mes,False,Transferencia,80.85,866.45,2.695
1872-EBWSC,False,Mujer,0,False,False,29,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.35,617.35,0.6783333333333333
1875-QIVME,True,Mujer,0,True,False,2,True,True,Fiber optic,False,False,True,True,True,True,Mes a mes,True,Cheque E.,104.4,242.8,3.48
1877-HKBQX,False,Mujer,0,False,False,11,True,False,DSL,True,False,False,True,False,False,Un año,True,Cheque C.,54.6,617.85,1.82
1891-FZYSA,True,Hombre,1,True,False,69,True,True,Fiber optic,False,True,False,False,True,False,Mes a mes,True,Cheque E.,89.95,6143.15,2.9983333333333335
1891-QRQSA,False,Hombre,1,True,True,64,True,True,Fiber optic,True,False,True,True,True,True,Dos años,True,Transferencia,111.6,7099.0,3.7199999999999998
1891-UAWWU,True,Mujer,1,True,False,20,True,True,Fiber optic,False,False,True,False,True,False,Mes a mes,False,Cheque E.,90.8,1951.0,3.0266666666666664
1894-IGFSG,True,Mujer,0,False,False,22,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,False,Cheque E.,89.25,1907.85,2.975
1895-QTKDO,False,Mujer,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,43.95,43.95,1.465
1897-OKVMW,False,Mujer,0,True,True,64,True,True,DSL,True,True,True,True,True,True,Dos años,True,Cheque C.,90.6,5817.45,3.02
1897-RCFUM,False,Mujer,0,True,True,39,True,True,No,False,False,False,False,False,False,Un año,True,Cheque C.,24.2,914.6,0.8066666666666666
1898-JSNDC,False,Mujer,0,False,False,39,True,False,DSL,False,True,False,False,True,False,Un año,True,Tarjeta C.,58.6,2224.5,1.9533333333333334
1899-VXWXM,True,Hombre,0,False,False,48,True,True,Fiber optic,False,True,True,False,True,True,Un año,True,Tarjeta C.,106.1,5082.8,3.5366666666666666
1902-XBTFB,True,Hombre,0,False,True,22,True,False,Fiber optic,False,True,True,False,True,False,Mes a mes,True,Cheque E.,89.4,2001.5,2.98
1904-WAJAA,False,Mujer,0,True,True,24,True,True,DSL,True,True,True,False,False,False,Dos años,False,Cheque E.,64.35,1558.65,2.145
1905-OEILC,False,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.5,19.5,0.65
1907-UBQFC,True,Hombre,1,False,False,10,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,72.85,688.65,2.4283333333333332
1907-YLNYW,False,Hombre,0,False,False,8,True,False,DSL,True,False,True,False,False,True,Mes a mes,True,Cheque E.,66.7,579.0,2.2233333333333336
1910-FMXJM,False,Mujer,0,True,False,36,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,False,Cheque E.,80.4,2937.65,2.68
1915-IOFGU,True,Mujer,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Cheque E.,70.5,70.5,2.35
1915-OAKWD,False,Mujer,0,False,True,16,True,False,No,False,False,False,False,False,False,Un año,True,Transferencia,19.3,360.35,0.6433333333333333
1918-ZBFQJ,True,Mujer,0,False,False,13,True,False,Fiber optic,False,True,True,False,False,False,Mes a mes,True,Cheque E.,79.25,1111.65,2.6416666666666666
1919-RTPQD,False,Hombre,0,True,True,7,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,44.75,333.65,1.4916666666666667
1921-KYSAY,False,Mujer,0,False,False,41,True,True,DSL,False,False,True,True,False,True,Un año,True,Cheque E.,68.6,2877.05,2.2866666666666666
1925-GMVBW,False,Mujer,0,False,False,5,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta C.,20.55,96.1,0.685
1925-LFCZZ,False,Hombre,1,False,False,55,False,False,DSL,False,False,True,False,True,True,Un año,True,Transferencia,50.05,2743.45,1.6683333333333332
1925-TIBLE,True,Mujer,0,True,False,7,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,86.5,582.5,2.8833333333333333
1926-QUZNN,False,Mujer,0,True,False,72,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia,25.25,1841.2,0.8416666666666667
1927-QEWMY,False,Mujer,0,True,False,72,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,20.5,1502.25,0.6833333333333333
1928-BXYIV,False,Hombre,0,False,False,1,True,True,DSL,True,True,False,False,False,False,Mes a mes,False,Cheque E.,61.15,61.15,2.038333333333333
1929-ZCBHE,False,Hombre,0,True,True,47,False,False,DSL,True,False,True,True,False,False,Un año,False,Cheque E.,40.3,1794.8,1.3433333333333333
1930-BZLHI,False,Hombre,0,False,False,21,True,False,No,False,False,False,False,False,False,Un año,True,Cheque C.,20.35,422.7,0.6783333333333333
1930-QPBVZ,False,Hombre,0,True,True,68,True,False,Fiber optic,True,True,False,True,False,True,Dos años,False,Transferencia,95.1,6683.4,3.17
1930-WNXSB,False,Hombre,0,True,True,58,True,False,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Cheque E.,92.85,5305.05,3.0949999999999998
1932-UEDCX,False,Hombre,1,True,False,33,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Transferencia,100.6,3270.25,3.353333333333333
1934-MKPXS,False,Hombre,0,True,True,33,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta C.,20.1,620.55,0.67
1934-SJVJK,True,Hombre,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.15,20.15,0.6716666666666666
1935-IMVBB,False,Hombre,0,True,False,56,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,False,Cheque C.,89.7,4952.95,2.99
1936-CZAKF,False,Hombre,0,True,False,49,False,False,DSL,False,True,False,False,True,True,Dos años,False,Tarjeta C.,49.65,2409.9,1.655
1936-UAFEH,False,Mujer,0,False,False,68,True,True,Fiber optic,True,True,False,True,True,True,Dos años,False,Tarjeta C.,110.25,7279.35,3.675
1937-OTUKY,False,Mujer,0,True,False,72,True,True,Fiber optic,True,False,True,True,True,False,Dos años,True,Transferencia,98.2,7015.9,3.2733333333333334
1941-HOSAM,False,Hombre,0,True,True,1,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,90.1,90.1,3.003333333333333
1942-OQFRW,False,Hombre,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,44.0,44.0,1.4666666666666666
1945-XISKS,False,Mujer,0,True,False,67,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,19.65,1335.2,0.6549999999999999
1950-KSVVJ,False,Mujer,0,True,False,45,True,True,Fiber optic,True,True,True,True,True,True,Un año,False,Cheque C.,113.3,5032.25,3.7766666666666664
1951-IEYXM,False,Hombre,0,True,True,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta C.,90.6,6441.85,3.02
1952-DVVSW,False,Mujer,0,True,False,10,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.1,184.4,0.67
1955-IBMMB,False,Hombre,0,False,False,59,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.2,1192.3,0.6733333333333333
1956-YIFGE,False,Hombre,0,True,True,22,True,False,Fiber optic,False,True,True,False,True,True,Un año,True,Cheque C.,100.05,2090.25,3.335
1958-RNRKS,False,Hombre,0,True,False,30,True,True,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,49.9,1441.95,1.6633333333333333
1960-UOTYM,False,Hombre,0,True,True,52,True,False,DSL,True,True,True,False,True,True,Dos años,False,Cheque E.,79.2,4016.3,2.64
1960-UYCNN,False,Hombre,0,False,False,10,True,True,Fiber optic,False,True,True,False,False,True,Mes a mes,True,Cheque E.,95.25,1021.55,3.175
1963-SVUCV,True,Hombre,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,45.3,45.3,1.51
1963-VAUKV,True,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.4,20.4,0.6799999999999999
1964-SVLEA,False,Hombre,0,False,False,20,True,False,No,False,False,False,False,False,False,Un año,True,Cheque C.,19.7,415.9,0.6566666666666666
1965-AKTSX,True,Mujer,1,False,False,14,True,True,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,78.95,1101.85,2.631666666666667
1965-DDBWU,True,Hombre,0,False,False,16,True,True,Fiber optic,False,False,False,True,False,True,Mes a mes,True,Tarjeta C.,89.05,1448.6,2.9683333333333333
1970-KKFWL,False,Mujer,0,False,False,35,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,23.3,797.1,0.7766666666666667
1971-DTCZB,False,Mujer,0,True,False,72,True,True,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,90.95,6468.6,3.0316666666666667
1972-XMUWV,False,Mujer,0,True,False,65,True,False,DSL,False,False,False,True,True,False,Dos años,True,Tarjeta C.,59.8,3808.2,1.9933333333333332
1976-AZZPJ,False,Hombre,0,True,False,7,False,False,DSL,True,True,False,False,False,False,Mes a mes,False,Cheque C.,34.2,256.6,1.1400000000000001
1976-CFOCS,True,Mujer,1,True,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,46.0,46.0,1.5333333333333334
1977-STDKI,True,Mujer,1,False,False,1,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,73.0,73.0,2.433333333333333
1980-KXVPM,True,Mujer,1,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Tarjeta C.,75.05,256.25,2.5016666666666665
1981-INRFU,True,Mujer,0,False,False,2,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,79.75,164.5,2.658333333333333
1982-FEBTD,False,Mujer,0,True,True,23,True,True,No,False,False,False,False,False,False,Dos años,True,Tarjeta C.,25.6,514.75,0.8533333333333334
1984-FCOWB,True,Mujer,0,True,False,70,True,True,Fiber optic,False,True,True,True,True,True,Un año,True,Cheque E.,109.5,7674.55,3.65
1984-GPTEH,False,Mujer,0,False,False,29,True,True,No,False,False,False,False,False,False,Mes a mes,False,Cheque E.,25.15,702.0,0.8383333333333333
1985-MBRYP,False,Mujer,0,False,False,43,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,19.65,779.25,0.6549999999999999
1986-PHGZF,False,Hombre,1,False,False,18,True,True,DSL,True,True,False,False,False,False,Mes a mes,True,Tarjeta C.,58.4,964.9,1.9466666666666665
1987-AUELQ,False,Mujer,0,True,False,71,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,25.05,1873.7,0.8350000000000001
1989-PRJHP,True,Hombre,1,True,False,27,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,75.5,1893.95,2.5166666666666666
1991-VOPLL,False,Mujer,0,False,False,9,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.05,157.65,0.635
1996-DBMUS,False,Mujer,1,True,False,48,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Transferencia,70.65,3545.05,2.355
1998-VHJHK,False,Mujer,0,False,False,27,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.15,501.35,0.6383333333333333
2000-DHJUY,False,Mujer,1,True,False,70,True,True,DSL,True,True,True,True,True,True,Dos años,True,Transferencia,92.2,6474.45,3.0733333333333333
2000-MPKCA,False,Mujer,0,False,False,58,True,True,Fiber optic,True,True,True,False,True,True,Un año,True,Cheque E.,107.75,6332.75,3.591666666666667
2001-EWBQU,False,Mujer,0,False,False,60,True,True,Fiber optic,False,True,True,False,True,True,Dos años,False,Cheque E.,104.7,6333.8,3.49
2001-MCUUW,False,Hombre,0,False,False,46,True,True,Fiber optic,False,True,True,True,True,True,Dos años,False,Cheque E.,108.65,4903.2,3.621666666666667
2002-MZHWP,True,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.5,20.5,0.6833333333333333
2003-CKLOR,True,Hombre,0,False,False,66,True,False,Fiber optic,False,True,True,False,True,True,Mes a mes,False,Cheque E.,99.5,6710.5,3.316666666666667
2004-OCQXK,True,Mujer,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,True,Cheque E.,81.95,81.95,2.731666666666667
2005-DWQZJ,False,Mujer,0,True,True,8,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque C.,19.05,201.7,0.635
2007-QVGAW,False,Mujer,0,True,True,68,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,19.35,1292.65,0.645
2011-TRQYE,True,Hombre,0,False,False,18,False,False,DSL,False,True,True,False,False,False,Mes a mes,True,Tarjeta C.,33.5,600.0,1.1166666666666667
2012-NWRPA,True,Mujer,1,True,False,11,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,99.55,1131.2,3.3183333333333334
2013-SGDXK,True,Mujer,0,False,False,1,True,False,Fiber optic,False,True,False,False,True,False,Mes a mes,False,Cheque E.,84.3,84.3,2.81
2014-MKGMH,False,Mujer,0,False,False,46,True,True,Fiber optic,False,False,True,False,True,True,Un año,True,Cheque E.,101.1,4674.4,3.3699999999999997
